OBJECTID,YEAR,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
21641,2020,CA,USF,ANF,BOBCAT,3687,2020/09/06 00:00:00+00,2020/10/19 00:00:00+00,14,115796,115997.98,7,1,
21643,2020,CA,CCO,LAC,JOHNSON,259152,2020/08/28 00:00:00+00,2020/08/29 00:00:00+00,10,290,291.94925,1,1,
21644,2020,CA,CCO,LAC,QUAIL,306071,2020/10/09 00:00:00+00,2020/10/09 00:00:00+00,5,13,12.858473,1,1,
21645,2020,CA,CCO,LAC,RAYBURN,252458,2020/08/22 00:00:00+00,2020/08/22 00:00:00+00,14,12.14,12.390582,1,1,
21646,2020,CA,CCO,LAC,ACTON,293564,2020/09/28 00:00:00+00,2020/09/28 00:00:00+00,9,2.51,13.841054,1,1,
21647,2020,CA,CCO,LAC,SAN DIMAS,355402,2020/11/06 00:00:00+00,2020/11/06 00:00:00+00,7,132,128.17082,7,1,
21648,2020,CA,CDF,BEU,AIRLINE,6361,2020/12/25 00:00:00+00,2020/12/25 00:00:00+00,7,62,62.407829,1,1,
21649,2020,CA,CDF,LNU,HILL,11673,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,10,140,139.1295,6,1,
21650,2020,CA,CDF,LNU,BRIM,11354,2020/07/19 00:00:00+00,2020/07/19 00:00:00+00,9,21,21.924601,6,1,
21651,2020,CA,CDF,LNU,SITES,12277,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,14,,569.51337,1,1,
21652,2020,CA,CDF,LNU,POPE,17668,2020/10/23 00:00:00+00,2020/10/23 00:00:00+00,10,61,64.28315,6,1,
21653,2020,CA,CDF,LNU,LYONS,16978,2020/10/13 00:00:00+00,2020/10/13 00:00:00+00,10,25,25.58551,6,1,
21654,2020,CA,CDF,LNU,SALT,16501,2020/10/05 00:00:00+00,2020/10/05 00:00:00+00,10,,86.66375,6,1,
21655,2020,CA,CDF,LNU,CATHOLIC,14325,2020/09/01 00:00:00+00,2020/09/01 00:00:00+00,10,22,22.234919,6,1,
21656,2020,CA,CDF,LNU,URSULINE,15761,2020/09/21 00:00:00+00,2020/09/21 00:00:00+00,2,11,11.931836,6,1,
21657,2020,CA,CDF,LNU,SIERRA,7631,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,10,17,17.904806,6,1,
21658,2020,CA,CDF,LNU,STAGE,15702,2020/09/23 00:00:00+00,2020/09/23 00:00:00+00,11,26,26.567816,6,1,
21659,2020,CA,CDF,LNU,INDIAN,14015,2020/08/26 00:00:00+00,2020/08/26 00:00:00+00,14,20,20.427343,1,1,
21660,2020,CA,CDF,LNU,KIRKLAND,11819,2020/07/27 00:00:00+00,2020/07/27 00:00:00+00,11,21,21.10397,6,1,
21661,2020,CA,CDF,LNU,PARISH,9816,2020/06/27 00:00:00+00,2020/06/27 00:00:00+00,14,,57.631348,6,1,
21662,2020,CA,CDF,LNU,CACHE,10508,2020/07/06 00:00:00+00,2020/07/06 00:00:00+00,4,44,44.797752,6,1,
21663,2020,CA,CDF,LNU,MOUNTAIN,9134,2020/06/17 00:00:00+00,2020/06/17 00:00:00+00,11,28,28.201857,6,1,
21664,2020,CA,CDF,LNU,MEYERS,13481,2020/08/17 00:00:00+00,2020/09/02 00:00:00+00,1,,2360.2515,7,1,
21665,2020,CA,CDF,LNU,WALBRIDGE,13407,2020/08/17 00:00:00+00,2020/09/11 00:00:00+00,1,,55208.938,7,1,
21666,2020,CA,CDF,LNU,HENNESSEY,13337,2020/08/17 00:00:00+00,2020/09/16 00:00:00+00,1,305651,305351.88,7,1,
21667,2020,CA,CDF,LNU,GLASS,15497,2020/09/27 00:00:00+00,2020/10/20 00:00:00+00,14,,67484.406,7,1,
21668,2020,CA,CDF,LNU,QUAIL,8419,2020/06/06 00:00:00+00,2020/06/18 00:00:00+00,14,1837,1840.9998,7,1,
21669,2020,CA,CDF,LNU,LAKEVILLE,8347,2020/06/05 00:00:00+00,2020/06/05 00:00:00+00,2,141,159.68047,6,1,
21670,2020,CA,CDF,LNU,DUNFIELD,4174,2020/03/13 00:00:00+00,2020/03/13 00:00:00+00,5,19,21.912743,6,1,
21671,2020,CA,CDF,LNU,SPANISH,7631,2020/05/24 00:00:00+00,2020/05/24 00:00:00+00,2,19,17.294407,6,1,
21672,2020,CA,CCO,MRN,DEVILS GULCH,2033,2020/08/16 00:00:00+00,2020/08/16 00:00:00+00,1,17.2,16.945185,1,1,
21673,2020,CA,DOD,MCP,INDIA,1474,2020/06/09 00:00:00+00,2020/06/14 00:00:00+00,9,1100,959.2821,8,1,
21674,2020,CA,USF,INF,IRIS,1585,2020/07/21 00:00:00+00,2020/08/04 00:00:00+00,1,120,124.99827,8,1,
21675,2020,CA,USF,MDF,DALTON ,498,2020/07/23 00:00:00+00,2020/08/15 00:00:00+00,1,1367,1367.0784,3,1,
21676,2020,CA,USF,MDF,ALLEN,470,2020/07/21 00:00:00+00,2020/08/27 00:00:00+00,1,1035,1034.7949,3,1,
21677,2020,CA,USF,INF,BEACH,2140,2020/08/16 00:00:00+00,2020/08/27 00:00:00+00,1,3780,3668.429,7,1,
21678,2020,CA,USF,TNF,LOYALTON,1600,2020/08/14 00:00:00+00,2020/08/27 00:00:00+00,1,47029,46720.91,8,1,
21679,2020,CA,USF,PNF,SHEEP,1299,2020/08/17 00:00:00+00,2020/09/07 00:00:00+00,1,29570,29541.139,7,1,
21680,2020,CA,USF,LPF,DOLAN,2428,2020/08/18 00:00:00+00,2020/12/31 00:00:00+00,14,124924,124527.38,7,1,
21681,2020,CA,USF,KNF,FOX,7241,2020/09/14 00:00:00+00,2020/09/28 00:00:00+00,4,2188,2027.5538,3,1,
21682,2020,CA,USF,SQF,SHOTGUN,2543,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,1,841,840.85065,3,1,
21683,2020,CA,USF,PNF,NORTH COMPLEX,1308,2020/08/17 00:00:00+00,2020/12/03 00:00:00+00,1,318776,318797.25,1,1,
21684,2020,CA,USF,SQF,CASTLE,2541,2020/08/19 00:00:00+00,2021/01/04 00:00:00+00,1,174178,170647.92,7,1,
21685,2020,CA,USF,ENF,FORK,27219,2020/09/08 00:00:00+00,2020/11/08 00:00:00+00,14,1673,1668.4502,7,1,
21686,2020,CA,USF,LPF,COLEMAN,3161,2020/10/18 00:00:00+00,2020/11/15 00:00:00+00,14,574,562.91382,8,1,
21687,2020,CA,USF,ENF,POINT,32344,2020/10/26 00:00:00+00,2020/11/05 00:00:00+00,14,99,93.224213,8,1,
21688,2020,CA,USF,SNF,CREEK,1391,2020/09/04 00:00:00+00,2020/12/24 00:00:00+00,14,379895,379842.41,8,1,
21690,2020,CA,USF,SHF,BALD,1124,2020/07/28 00:00:00+00,2020/08/01 00:00:00+00,1,18,17.924097,6,1,
21691,2020,CA,USF,SHF,BRIDGE,1116,2020/07/27 00:00:00+00,2020/07/28 00:00:00+00,1,15,14.587063,6,1,
21692,2020,CA,USF,PNF,IRON,1284,2020/08/17 00:00:00+00,2020/08/22 00:00:00+00,1,45,37.90358,7,1,
21693,2020,CA,USF,SNF,BULLFROG,1402,2020/09/08 00:00:00+00,2020/11/09 00:00:00+00,14,1185,654.63983,7,1,
21694,2020,CA,USF,SHF,FLAT,910,2020/06/30 00:00:00+00,2020/08/22 00:00:00+00,10,62,62.040573,7,1,
21695,2020,CA,USF,KNF,DEVIL,7084,2020/09/09 00:00:00+00,,14,8857,8871.9385,7,1,
21696,2020,CA,USF,PNF,DAVIS 3,1529,2020/09/09 00:00:00+00,2020/09/09 00:00:00+00,7,11.1,11.434861,1,1,
21697,2020,CA,USF,SHF,SPRING,1270,2020/08/17 00:00:00+00,2020/08/27 00:00:00+00,1,230,228.83437,6,1,
21698,2020,CA,USF,SHF,PINE,1120,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,1,11.5,11.313724,7,1,
21699,2020,CA,USF,PNF,FEATHER,1217,2020/08/13 00:00:00+00,2020/08/17 00:00:00+00,2,39,39.70483,1,1,
21700,2020,CA,BIA,HIA,MP 21,46,2020/07/20 00:00:00+00,,14,100,93.048401,8,1,
21702,2020,CA,USF,SHF,GIBSON,1029,2020/07/19 00:00:00+00,2020/07/20 00:00:00+00,9,42,41.670918,8,1,
21703,2020,CA,USF,SHF,HOBO,1376,2020/09/01 00:00:00+00,2020/09/10 00:00:00+00,11,413,413.52509,8,1,
21704,2020,CA,USF,SHF,HARRIS,545,2020/05/11 00:00:00+00,2020/05/11 00:00:00+00,2,10.5,10.616569,6,1,
21705,2020,CA,USF,STF,QUARTER,970,2020/06/20 00:00:00+00,2020/07/02 00:00:00+00,14,9.7,11.58482,1,1,
21706,2020,CA,USF,PNF,ADAMS,976,2020/07/26 00:00:00+00,2020/07/31 00:00:00+00,1,918,901.67279,2,1,
21707,2020,CA,USF,KNF,SLATER,7035,2020/09/08 00:00:00+00,2020/12/12 00:00:00+00,14,157270,157429.86,3,1,
21708,2020,CA,BIA,HIA,JONES POINT,68,2020/08/08 00:00:00+00,,14,137,136.59282,8,1,
21709,2020,CA,USF,PNF,COPPER,1331,2020/08/18 00:00:00+00,2020/08/22 00:00:00+00,1,50,54.708244,7,1,
21710,2020,CA,USF,PNF,BIRD,895,2020/07/21 00:00:00+00,2020/07/23 00:00:00+00,1,25,25.048113,1,1,
21711,2020,CA,USF,SHF,BROCK,699,2020/06/04 00:00:00+00,2020/06/06 00:00:00+00,1,15,14.988231,6,1,
21712,2020,CA,USF,MNF,BASEBALL,144,2020/02/25 00:00:00+00,2020/03/03 00:00:00+00,18,211,215.52551,8,1,
21713,2020,CA,USF,LPF,RIDGE,1476,2020/06/17 00:00:00+00,2020/06/20 00:00:00+00,10,83,82.713013,7,1,
21714,2020,CA,USF,STF,BELL,1581,2020/07/28 00:00:00+00,,1,49.5,44.9006,1,1,
21715,2020,CA,USF,BDF,BROOK,11349,2020/07/29 00:00:00+00,2020/08/01 00:00:00+00,9,185,183.21283,8,1,
21716,2020,CA,USF,ANF,LAKE,3273,2020/08/12 00:00:00+00,2020/08/30 00:00:00+00,14,31089,30999.398,7,1,
21717,2020,CA,USF,ANF,RANCH2,3289,2020/08/13 00:00:00+00,2020/10/01 00:00:00+00,14,4237,4119.2046,7,1,
21718,2020,CA,USF,CNF,VALLEY,2833,2020/09/05 00:00:00+00,2020/09/24 00:00:00+00,14,16390,16389.537,3,1,
21719,2020,CA,USF,ANF,MARTINDALE,3943,2020/09/28 00:00:00+00,2020/09/29 00:00:00+00,14,230,233.34526,3,1,
21720,2020,CA,USF,BDF,MOUNT R,9765,2020/07/03 00:00:00+00,2020/07/06 00:00:00+00,2,63,61.770126,1,1,
21721,2020,CA,USF,BDF,ADOBE,6566,2020/05/07 00:00:00+00,2020/05/07 00:00:00+00,4,15,15.183578,8,1,
21722,2020,CA,USF,BDF,KENWOOD,11178,2020/07/26 00:00:00+00,2020/07/26 00:00:00+00,9,10,10.373266,6,1,
21723,2020,CA,USF,BDF,EASTON,10757,2020/07/20 00:00:00+00,2020/07/21 00:00:00+00,7,56.8,56.798523,8,1,
21724,2020,CA,USF,ANF,LAGO,1463,2020/05/09 00:00:00+00,2020/05/09 00:00:00+00,2,21.5,16.890215,8,1,
21725,2020,CA,NPS,MNP,BULL,13423,2020/09/05 00:00:00+00,2020/09/05 00:00:00+00,10,14,14.089692,8,1,
21727,2020,CA,CDF,CNF,SOUTH MAIN,562,2020/03/06 00:00:00+00,,18,13,13.008084,6,1,
21728,2020,CA,USF,BDF,PITMAN,20795,2020/12/26 00:00:00+00,2020/12/26 00:00:00+00,2,39.6,39.666264,7,1,
21729,2020,CA,USF,LPF,GIFFORD ,1329,2020/06/08 00:00:00+00,2020/06/10 00:00:00+00,10,16.8,16.80192,7,1,
21730,2020,CA,USF,SNF,HOG,593,2020/06/12 00:00:00+00,2020/06/18 00:00:00+00,14,533,527.48822,6,1,
21731,2020,CA,USF,LNF,H - 8 WELL,4096,2020/07/26 00:00:00+00,,1,61,60.990669,1,1,
21732,2020,CA,USF,LNF,L-2 YELLOW,4094,2020/07/26 00:00:00+00,,1,14.9,14.904055,8,1,
21733,2020,CA,USF,ANF,DAM,3063,2020/07/30 00:00:00+00,2020/10/01 00:00:00+00,14,,226.36584,1,1,
21734,2020,CA,USF,MDF,FLAT,522,2020/07/25 00:00:00+00,2020/08/06 00:00:00+00,14,14.77,13.647892,8,1,
21735,2020,CA,USF,SNF,TRIMMER,1160,2020/08/03 00:00:00+00,2020/09/01 00:00:00+00,14,600,593.86481,8,1,
21736,2020,CA,USF,TNF,BAKER,199,2020/03/03 00:00:00+00,2020/03/07 00:00:00+00,5,42,47.618317,6,1,
21737,2020,CA,BLM,CDD,TRAMWAY,9569,2020/06/29 00:00:00+00,2020/06/29 00:00:00+00,2,16,11.137944,8,1,
21738,2020,CA,CDF,RRU,SNOW,119353,2020/09/17 00:00:00+00,2020/09/24 00:00:00+00,10,6254,6253.4395,2,1,
21739,2020,CA,CDF,RRU,OAKS,71224,2020/06/08 00:00:00+00,,9,16.6,16.569914,8,1,
21740,2020,CA,USF,INF,PUMICE ,1038,2020/06/15 00:00:00+00,2020/06/21 00:00:00+00,1,40,43.026699,8,1,
21741,2020,CA,USF,MNF,NAIL,539,2020/07/07 00:00:00+00,2020/07/10 00:00:00+00,14,15,14.590242,8,1,
21742,2020,CA,USF,KNF,LITTLE SODA,5727,2020/07/28 00:00:00+00,,14,,53.089447,8,1,
21743,2020,CA,USF,MNF,AUGUST COMPLEX,753,2020/08/16 00:00:00+00,2020/11/11 00:00:00+00,1,,1032699.6,3,1,
21744,2020,CA,USF,LNF,STUMP,4290,2020/08/01 00:00:00+00,2020/08/11 00:00:00+00,14,684,325.41235,8,1,
21745,2020,CA,CDF,LMU,HOG,3874,2020/07/18 00:00:00+00,2020/08/28 00:00:00+00,14,9564,9566.3604,7,1,
21746,2020,CA,USF,TNF,ANTELOPE,141,2020/02/17 00:00:00+00,2020/02/18 00:00:00+00,5,,101.76656,8,1,
21747,2020,CA,USF,SQF,FISH CREEK,2565,2020/08/21 00:00:00+00,,1,29,29.782703,8,1,
21748,2020,CA,USF,SRF,RED SALMON COMPLEX,656,2020/07/27 00:00:00+00,2020/11/19 00:00:00+00,1,142386,143836.41,8,1,
21749,2020,CA,USF,LPF,33,1105,2020/05/22 00:00:00+00,2020/05/24 00:00:00+00,2,33.62,33.667503,1,1,
21750,2020,CA,CCO,LAC,ELSMERE,230295,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,,159.20567,8,1,
21751,2020,CA,USF,SQF,MESA,3783,2020/01/21 00:00:00+00,,14,,100.55494,8,1,
21752,2020,CA,USF,ANF,ROWHER,2440,2020/07/01 00:00:00+00,2020/07/09 00:00:00+00,7,648,648.18073,7,1,
21753,2020,CA,USF,ANF,TEXAS,3165,2020/08/06 00:00:00+00,2020/08/11 00:00:00+00,2,210,209.95065,3,1,
21754,2020,CA,USF,HTF,MURPHY,30282,2020/06/15 00:00:00+00,2020/06/16 00:00:00+00,14,13.26,12.086473,1,1,
21755,2020,CA,NPS,YNP,BLUEJAY,54,2020/07/25 00:00:00+00,2020/11/19 00:00:00+00,1,6922,6922.0137,7,2,
21756,2020,CA,NPS,BNP,CALDWELL,479,2020/07/22 00:00:00+00,2020/09/01 00:00:00+00,1,80859,81224.68,7,1,
21757,2020,CA,NPS,MNP,DOME,12356,2020/08/15 00:00:00+00,2020/09/12 00:00:00+00,1,43273,44211.25,8,1,
21758,2020,CA,NPS,YNP,HORSE,89,2020/08/23 00:00:00+00,2020/11/19 00:00:00+00,1,30,30.192495,1,2,
21759,2020,CA,NPS,MNP,IVANPAH,9202,2020/06/22 00:00:00+00,2020/06/26 00:00:00+00,8,1088,1051.4855,8,1,
21760,2020,CA,NPS,KNP,MORAINE,91,2020/08/21 00:00:00+00,2020/12/29 00:00:00+00,1,1316,1316.0377,2,1,
21761,2020,CA,NPS,YNP,NORTH WHIZZ DOME,92,2020/08/25 00:00:00+00,2020/11/19 00:00:00+00,1,,199.98232,7,2,
21762,2020,CA,NPS,KNP,RATTLESNAKE,80,2020/08/16 00:00:00+00,2020/12/28 00:00:00+00,1,8419,8422.8691,7,2,
21763,2020,CA,NPS,CNP,SCORPION,1216,2020/05/31 00:00:00+00,2020/06/05 00:00:00+00,2,1395,1320.7283,1,1,
21764,2020,CA,NPS,YNP,WOLF,75,2020/08/10 00:00:00+00,2020/11/19 00:00:00+00,1,2057,2057.2961,7,2,
21765,2020,CA,NPS,RNP,WOODWARD,12009,2020/08/18 00:00:00+00,2020/11/20 00:00:00+00,1,4929,4901.7266,7,1,
21766,2020,CA,BLM,LPF,166,2212,2020/08/03 00:00:00+00,2020/08/04 00:00:00+00,14,,120.72024,1,1,
21767,2020,CA,BLM,CND,AURORA,1190,2020/06/26 00:00:00+00,2020/07/02 00:00:00+00,1,,238.28386,7,1,
21768,2020,CA,BLM,CCD,BACCARAT,30788,2020/10/04 00:00:00+00,2020/10/11 00:00:00+00,14,,10456.402,2,1,
21769,2020,CA,BLM,CDD,BARNES,13077,2020/08/30 00:00:00+00,2020/09/02 00:00:00+00,14,,79.417404,4,1,
21770,2020,CA,BLM,CND,BASIC,1515,2020/06/24 00:00:00+00,2020/06/24 00:00:00+00,1,,116.17775,7,1,
21771,2020,CA,BLM,CDD,ELLIOT,10135,2020/07/07 00:00:00+00,2020/07/13 00:00:00+00,14,,102.64169,7,1,
21772,2020,CA,BLM,CCD,HILL,30331,2020/06/23 00:00:00+00,2020/06/25 00:00:00+00,1,,63.227257,1,1,
21773,2020,CA,BLM,NOD,HORN,2791,2020/06/02 00:00:00+00,2020/06/03 00:00:00+00,14,,25.201666,1,1,
21774,2020,CA,BLM,NOD,LAURA 2,6431,2020/11/17 00:00:00+00,2020/11/23 00:00:00+00,14,,2729.0266,7,1,
21775,2020,CA,BLM,CND,MOUNTAIN VIEW,30860,2020/11/17 00:00:00+00,2020/11/30 00:00:00+00,14,,20374.564,2,1,
21776,2020,CA,BLM,CDD,NADEAU,11339,2020/07/29 00:00:00+00,2020/08/04 00:00:00+00,14,,9150.4023,7,1,
21777,2020,CA,BLM,CCD,NORTH,30547,2020/08/02 00:00:00+00,2020/08/10 00:00:00+00,10,,6882.2935,7,1,
21778,2020,CA,BLM,NOD,R-1 MAPES,4515,2020/08/10 00:00:00+00,2020/08/13 00:00:00+00,1,,258.95813,4,1,
21779,2020,CA,BLM,NOD,R-3 LITTLE FREDOYNER,3966,2020/07/21 00:00:00+00,2020/07/26 00:00:00+00,1,,187.34377,1,1,
21780,2020,CA,BLM,NOD,R-2 TRUMBULL,3281,2020/06/23 00:00:00+00,2020/06/28 00:00:00+00,1,,576.66077,1,1,
21781,2020,CA,BLM,NOD,R-3 SKEDDADLE,3282,2020/06/23 00:00:00+00,2020/06/28 00:00:00+00,1,,197.50771,1,1,
21782,2020,CA,BLM,NOD,R-5 SNOWSTORM,4682,2020/08/17 00:00:00+00,2020/08/18 00:00:00+00,1,,471.72205,4,1,
21783,2020,CA,BLM,NOD,R-5 DRY,3294,2020/06/23 00:00:00+00,2020/06/28 00:00:00+00,1,,45.45549,1,1,
21784,2020,CA,BLM,NOD,R-8 PINECODE,4854,2020/08/24 00:00:00+00,2020/08/29 00:00:00+00,1,,566.49451,7,1,
21785,2020,CA,BLM,CCD,RAILROAD,30327,2020/06/23 00:00:00+00,2020/06/25 00:00:00+00,1,,131.87721,1,1,
21786,2020,CA,USF,HTF,SLINK,30684,2020/08/29 00:00:00+00,2020/11/13 00:00:00+00,14,,26751.779,7,1,
21787,2020,CA,BLM,CDD,SMOKETREE,8157,2020/06/02 00:00:00+00,2020/06/05 00:00:00+00,8,,129.99435,7,1,
21789,2020,CA,BLM,CDD,STANDING ROCK,10671,2020/07/19 00:00:00+00,2020/07/20 00:00:00+00,14,,90.212074,4,1,
21790,2020,CA,BLM,NOD,W-4 TERMO,4700,2020/08/17 00:00:00+00,0202/08/20 00:00:00+00,1,,265.58386,4,1,
21791,2020,CA,BLM,NOD,W-5 COLD SPRINGS,4727,2020/08/18 00:00:00+00,2020/09/13 00:00:00+00,1,,84817.602,7,1,
21792,2020,CA,BLM,NOD,WOOD,1061,2020/02/23 00:00:00+00,2020/02/23 00:00:00+00,5,,54.357285,6,1,
21793,2020,CA,BLM,CND,BEND,1537,2020/06/25 00:00:00+00,2020/06/27 00:00:00+00,14,,264.31137,7,1,
21794,2020,CA,BLM,CND,LULU,1577,2020/06/28 00:00:00+00,2020/06/28 00:00:00+00,14,,11.384381,7,1,
21795,2020,CA,BLM,CDD,ORANGE,14150,2020/09/19 00:00:00+00,2020/10/06 00:00:00+00,14,,35.979187,6,1,
21796,2020,CA,BLM,CDD,PARKER DAM,87,2020/02/17 00:00:00+00,2020/02/24 00:00:00+00,9,,13.992201,6,1,
21797,2020,CA,BLM,NOD,R-6 TUNNISON,4098,2020/07/28 00:00:00+00,2020/07/30 00:00:00+00,1,,175.14803,7,1,
21798,2020,CA,BLM,CND,PINEY,897,2020/05/11 00:00:00+00,2020/05/23 00:00:00+00,2,,21.870605,1,1,
21799,2020,CA,BLM,CDD,CIMA,13335,2020/09/04 00:00:00+00,2020/09/06 00:00:00+00,14,,32.435608,1,1,
21800,2020,CA,BLM,CDD,MYER,8651,2020/06/12 00:00:00+00,2020/06/14 00:00:00+00,2,,12.894899,1,1,
21801,2020,CA,BLM,CND,STANDARD,1777,2020/07/05 00:00:00+00,2020/07/05 00:00:00+00,14,,23.779938,1,1,
21802,2020,AZ,BIA,,AHA MACAV,207928,2020/09/11 00:00:00+00,2020/09/11 00:00:00+00,9,42,42.103676,8,1,
21803,2020,CA,BLM, ,POWER,726,2020/05/29 00:00:00+00,2020/06/12 00:00:00+00,14,18,17.045658,1,1,
21804,2020,CA,DOD,MCP,CREEK 5,20846,2021/12/30 00:00:00+00,2021/12/31 00:00:00+00,14,,3052.1726,8,1,
21805,2020,CA,USF,BDF,EL DORADO,129925,2020/09/05 00:00:00+00,2020/11/16 00:00:00+00,14,22744,22503.707,2,1,
21806,2020,CA,CDF,CZU,BRUNO,1332,2020/02/28 00:00:00+00,2020/02/28 00:00:00+00,7,5,6.7896657,1,1,
21807,2020,CA,CCO,ORC,LIVE OAK,20094983,2020/08/22 00:00:00+00,2020/08/22 00:00:00+00,10,1.79,1.6696922,1,1,
21808,2020,CA,CDF,ORC,WILLIAMS,20088756,2020/08/07 00:00:00+00,2020/08/08 00:00:00+00,2,12.1,7.8091187,1,1,
21809,2020,CA,CCO,ORC,HIGHLAND,20103543,2020/09/12 00:00:00+00,2020/09/12 00:00:00+00,14,5,1.1543896,1,1,
21810,2020,CA,CCO,ORC,WINDY RIDGE FIRE,20086007,2020/07/31 00:00:00+00,2020/07/31 00:00:00+00,14,0,1.7427638,1,1,
21811,2020,CA,CCO,ORC,NICHOLS,20077201,2020/07/09 00:00:00+00,2020/07/10 00:00:00+00,3,7.4,8.1194172,1,1,
21812,2020,CA,CCO,ORC,LAGUNA,20066376,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,10,6.7,7.1624265,1,1,
21813,2020,CA,CDF,SKU,GUYS,1500,2020/02/27 00:00:00+00,2020/02/27 00:00:00+00,5,2.8,2.8024895,1,1,
21814,2020,CA,CDF,SKU,ORR,4371,2020/06/18 00:00:00+00,2020/06/18 00:00:00+00,2,3,3.5030618,1,1,
21815,2020,CA,CDF,SKU,LIBERTY,5419,2020/07/20 00:00:00+00,2020/07/20 00:00:00+00,14,8,8.0555944,1,1,
21816,2020,CA,CDF,SKU,MARTIN,5914,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,11,2,2.3604321,1,1,
21817,2020,CA,CDF,SKU,SPRING,2451,2020/04/03 00:00:00+00,2020/04/03 00:00:00+00,5,1.7,1.7493329,1,1,
21818,2020,CA,CDF,SKU,RED 3-1,5564,2020/07/24 00:00:00+00,2020/07/24 00:00:00+00,1,2,1.28821,1,1,
21819,2020,CA,CDF,SKU,NOYES 1-14,5720,2020/07/28 00:00:00+00,2020/07/28 00:00:00+00,1,8,8.1201296,5,1,
21820,2020,CA,CDF,SKU,MOFFETT,4369,2020/06/18 00:00:00+00,2020/06/18 00:00:00+00,2,1,1.0704613,1,1,
21821,2020,CA,CCO,KRN,SIERRA,2022641,2020/06/06 00:00:00+00,2020/06/06 00:00:00+00,14,1.13498506,1.1342438,1,1,
21822,2020,CA,CCO,KRN,CROSS,2023544,2020/06/11 00:00:00+00,2020/06/11 00:00:00+00,14,6.081597924,6.0815892,1,1,
21823,2020,CA,CCO,KRN,EXTENSION INC,2029285,2020/07/12 00:00:00+00,2020/07/11 00:00:00+00,14,3.246279443,3.2462785,1,1,
21824,2020,CA,CCO,KRN,CAMELOT ,2029945,2020/07/15 00:00:00+00,2020/07/15 00:00:00+00,14,9.619668542,9.6194544,1,1,
21825,2020,CA,CCO,KRN,,2029986,2020/07/16 00:00:00+00,2020/07/16 00:00:00+00,14,1.410282336,1.410283,1,1,
21826,2020,CA,CCO,KRN,,2029923,2020/07/15 00:00:00+00,2020/07/15 00:00:00+00,14,1.805341174,1.8073028,1,1,
21827,2020,CA,CCO,KRN,OUTLET,2029995,2020/07/16 00:00:00+00,2020/07/16 00:00:00+00,14,1.066875002,1.0668721,1,1,
21828,2020,CA,CCO,KRN,178,2031741,2020/07/25 00:00:00+00,2020/07/25 00:00:00+00,14,7.222465383,7.2226071,1,1,
21829,2020,CA,CCO,KRN,TRAIL,2033316,2020/08/03 00:00:00+00,2020/08/03 00:00:00+00,14,2.476839583,2.4768927,1,1,
21830,2020,CA,CCO,KRN,,2027852,2020/07/04 00:00:00+00,2020/07/04 00:00:00+00,14,9.32473901,9.1831656,1,1,
21831,2020,CA,CCO,KRN,WOFFORD ,2042294,2020/09/28 00:00:00+00,2020/09/28 00:00:00+00,14,5.788863547,5.7888565,1,1,
21832,2020,CA,CCO,KRN,SABODAN,2045671,2020/10/20 00:00:00+00,2020/10/20 00:00:00+00,14,3.024409749,3.0244086,1,1,
21833,2020,CA,CDF,MMU,DONALD,12523,2020/06/18 00:00:00+00,2020/06/18 00:00:00+00,7,2,1.3796593,1,1,
21834,2020,CA,CCO,SBC,MOCKINGBIRD,2012134,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,7,9,8.8859911,1,1,
21835,2020,CA,CCO,SBC,RANCHO,2016069,2020/08/02 00:00:00+00,2020/08/02 00:00:00+00,11,1.5,1.5328449,1,1,
21836,2020,CA,CDF,SLU,HUASNA,5504,2020/05/05 00:00:00+00,2020/05/05 00:00:00+00,5,2,1.8204399,1,1,
21837,2020,CA,CDF,SLU,BISHOP,6447,2020/05/26 00:00:00+00,2020/05/26 00:00:00+00,14,1.54,1.4703717,1,1,
21838,2020,CA,CDF,SLU,CAMATTA,7313,2020/06/13 00:00:00+00,2020/06/13 00:00:00+00,11,2,2.1390374,1,1,
21839,2020,CA,CDF,SLU,DAIRY,7813,2020/06/23 00:00:00+00,2020/06/23 00:00:00+00,2,3,2.5821795,1,1,
21840,2020,CA,CDF,SLU,FARM,7726,2020/06/21 00:00:00+00,2020/06/21 00:00:00+00,2,2,2.2410386,6,1,
21841,2020,CA,CDF,SLU,LINNE,6576,2020/05/29 00:00:00+00,2020/05/29 00:00:00+00,11,6,6.545331,1,1,
21842,2020,CA,CDF,SLU,JACK,7272,2020/06/12 00:00:00+00,2020/06/12 00:00:00+00,14,6,5.7979827,1,1,
21843,2020,CA,CDF,SLU,SHERRY,6979,2020/06/07 00:00:00+00,2020/06/07 00:00:00+00,2,1,1.0090959,1,1,
