OBJECTID,YEAR,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM
22417,1917,CA,USF,SRF,RED CAP,0,1917/07/17 00:00:00+00,,1,,1810.2062,,1,200099
22418,1960,CA,USF,SNF, ,0,,,1,,78.972496,,1,2
22419,1960,CA,USF,INF, ,0,,,9,,2423.0735,,1,5318
22420,1921,CA,USF,TNF, ,0,,,14,,292.89703,,1,2
22421,1923,CA,USF,TNF, ,0,,,14,,401.93399,,1,1
22422,1923,CA,USF,TNF, ,0,,,14,,445.08615,,1,2
22423,1923,CA,USF,TNF, ,0,,,14,,189.82985,,1,3
22424,1970,CA,CDF,RRU,HOWELL,0,1970/08/02 00:00:00+00,,14,,1745.9016,,1,558
22425,1970,CA,CDF,RRU,JORDAN (ROADSIDE #70),0,1970/11/13 00:00:00+00,,14,,539.87451,,1,882
22426,1970,CA,CDF,RRU,JURUPA (RAILROAD #16),0,1970/05/14 00:00:00+00,,14,,1157.0262,,1,272
22427,1970,CA,CDF,RRU,RECHE,0,1970/11/12 00:00:00+00,,14,,3864.4709,,1,563
22428,1970,CA,CDF,RRU,SPRINGS,0,1970/06/30 00:00:00+00,,14,,444.8324,,1,431
22429,1970,CA,CDF,RRU,TERRACE HILL,0,1970/05/02 00:00:00+00,,14,,1847.6215,,1,232
22430,1970,CA,CDF,RRU,VIRGINIA,0,1970/05/31 00:00:00+00,,14,,1737.2657,,1,330
22431,1970,CA,CCO,ORC,EL TORO,0,1970/09/25 00:00:00+00,,14,,412.77283,,1,507
22432,1970,CA,CCO,ORC,TONNER,0,1970/09/25 00:00:00+00,,14,,64.899155,,1,508
22433,1970,CA,CCO,VNC,POPLAR,0,1970/08/02 00:00:00+00,,9,,1420.9221,,1,8
22434,1970,CA,CCO,VNC,WILEY,0,1970/11/13 00:00:00+00,,14,,448.6109,,1,0
22435,1970,CA,CCO,VNC,FOOTHILL,0,1970/09/25 00:00:00+00,,14,,4730.0518,,1,0
22436,2004,CA,CDF,RRU,SCHOOL,35567,2004/05/03 00:00:00+00,2004/05/03 00:00:00+00,14,377,359.10831,8,1,685
22437,1920,CA,USF,LNF, ,0,,,9,,250.48676,,1,70
22438,1920,CA,USF,LNF, ,0,,,1,,235.63805,,1,1
22439,1920,CA,USF,MNF,KNEE CAP,0,,,1,,1425.2599,,1,48
22440,1920,CA,USF,SQF, ,0,,,9,,3.6117811,,1,7
22441,1920,CA,USF,SQF, ,0,,,9,,512.21429,,1,5
22442,1920,CA,USF,CNF, ,0,,,9,,918.40942,,1,6
22443,1979,CA,USF,LPF,NACIMIENTO,0,1979/09/01 00:00:00+00,1979/09/05 00:00:00+00,7,5371,6069.8823,8,1,50
22444,1979,CA,USF,LPF, ,0,,,9,,573.29181,,1,7
22445,1979,CA,CDF,BEU,FREEMAN FLAT,1540,1979/08/30 00:00:00+00,,14,,1345.5481,,1,429
22446,1979,CA,CDF,BEU,HERNANDEZ,1285,1979/08/03 00:00:00+00,,14,,720.64551,,1,338
22447,1979,CA,CCO,LAC,MONTE FIRE/USFS,31000,1979/09/13 00:00:00+00,,14,,2105.8826,,1,136
22448,1979,CA,CCO,LAC,PLACERITA FIRE,318081,1979/12/12 00:00:00+00,,14,,816.84387,,1,23110
22449,1990,CA,CDF,AEU,BUTTE PG&E #24,4325,1990/06/11 00:00:00+00,,14,,692.3407,,1,693
22450,1990,CA,CDF,BTU,BAYLES,6329,1990/10/13 00:00:00+00,,5,,341.17993,,1,11056
22451,1990,CA,CDF,BTU,MIDWAY,6067,1990/10/05 00:00:00+00,,5,,541.8443,,1,11000
22452,1990,CA,CDF,BTU,WILD,3122,1990/06/08 00:00:00+00,,9,,30.025288,,1,10460
22453,1990,CA,CDF,BTU,WILD,2652,1990/06/08 00:00:00+00,,2,,256.80942,,1,10389
22454,1990,CA,USF,LPF, ,0,,,9,,474.73273,,1,5
22455,1990,CA,USF,LPF, ,0,,,14,,217.73555,,1,200
22456,1990,CA,CCO,VNC,SOUTH MOUNTAIN,0,1990/10/08 00:00:00+00,,14,,734.5658,,1,0
22457,1990,CA,CCO,VNC,SAPRA,0,1990/07/05 00:00:00+00,,14,,127.80111,,1,0
22458,1990,CA,CCO,VNC,SHIELLS,0,1990/10/09 00:00:00+00,,14,,403.23773,,1,0
22459,1990,CA,CCO,VNC,POLE,0,1990/06/23 00:00:00+00,,14,,257.20486,,1,0
22460,1990,CA,CDF,SHU,DEVIL,4325,1990/08/08 00:00:00+00,,1,,491.9942,,1,498
22461,1998,CA,CDF,SCU,SIBLEY #2,2546,,,7,,200.035,,1,221
22462,1998,CA,CDF,SCU,GREENRIDGE #6,2360,,,11,,1388.1749,,1,192
22463,1966,CA,USF,SRF,BLAKE,0,1966/08/22 00:00:00+00,,1,,20.313738,,1,400097
22464,1966,CA,USF,KNF,INDIAN RIDGE,0,1966/09/05 00:00:00+00,,7,,11743.677,,1,148
22465,1966,CA,USF,KNF,HELLS FIRE,0,1966/10/23 00:00:00+00,,3,,12.775239,,1,168
22466,1966,CA,USF,MNF,ROUND,0,1966/08/07 00:00:00+00,,4,,20864.25,,1,17
22467,1942,CA,USF,ENF, ,0,,,14,,164.51558,,1,0
22468,1941,CA,USF,CNF, ,0,,,9,,1099.4767,,1,14
22469,1941,CA,USF,CNF, ,0,,,9,,762.84558,,1,20
22470,1941,CA,USF,TOI, ,0,,,14,,415.23074,,1,0
22471,1982,CA,CCO,MRN,OAK MANOR,931,1982/07/15 00:00:00+00,,14,,70.301788,,1,13
22472,1982,CA,CCO,MRN,ALEXANDER,1364,1982/10/10 00:00:00+00,,14,,79.678032,,1,50
22473,1973,CA,CCO,LAC,TRIPPET FIRE,312036,1973/10/30 00:00:00+00,,14,,2831.4016,,1,998
22474,1973,CA,CCO,LAC,CRENSHAW FIRE,313025,1973/06/22 00:00:00+00,,14,,929.11127,,1,682
22475,1973,CA,CCO,LAC, ,0,1973/08/06 00:00:00+00,,14,,8.9207201,,1,0
22476,1973,CA,CCO,LAC, ,0,1973/10/31 00:00:00+00,,14,,38.166264,,1,0
22477,1973,CA,CCO,LAC, ,0,1973/07/09 00:00:00+00,,14,,9.455327,,1,0
22478,1973,CA,CCO,LAC, ,0,1973/06/22 00:00:00+00,,14,,0.1744398,,1,0
22479,1977,CA,CDF,HUU,LIGHTNING SERIES #2,0,1977/08/01 00:00:00+00,,14,,70.75296,,1,228
22480,1977,CA,CDF,HUU,LIGHTNING SERIES #2,0,1977/08/01 00:00:00+00,,14,,937.90894,,1,231
22481,1977,CA,CDF,HUU,LIGHTNING SERIES #2,0,1977/08/01 00:00:00+00,,14,,114.19528,,1,232
22482,1977,CA,CDF,HUU,LIGHTNING SERIES #2,0,1977/08/01 00:00:00+00,,14,,65.123192,,1,239
22483,1977,CA,CDF,SCU,MITCHELL CANYON,0,,,14,,4859.0127,,1,0
22484,1977,CA,USF,BDF, ,0,,,14,,146.92505,,1,0
22485,1977,CA,USF,BDF, ,0,1977/08/06 00:00:00+00,1977/08/06 00:00:00+00,9,280,266.33179,8,1,117
22486,1953,CA,USF,SRF,HURDY GURDY,0,1953/09/21 00:00:00+00,,1,,4.9785428,,1,359
22487,1953,CA,USF,SRF,COOPER CREEK,0,1953/09/24 00:00:00+00,,1,,4.9781222,,1,360
22488,1953,CA,USF,SRF,KNIGHT,0,1953/08/02 00:00:00+00,,5,,4.9788151,,1,300226
22489,1953,CA,USF,SRF,SIMS,0,1953/08/12 00:00:00+00,,1,,6.9702039,,1,300228
22490,1946,CA,USF,SNF, ,0,,,1,,94.805969,,1,1
22491,1955,CA,CDF,LNU,HARBIN SPRINGS #2,0,1955/07/24 00:00:00+00,,14,,409.31256,,1,37
22492,1955,CA,CDF,HUU,HEALY LOGGING CO.,0,1955/09/02 00:00:00+00,,14,,22508.656,,1,104
22493,1955,CA,CDF,TCU,HOG MT. R.I.ESCAPE,0,1955/09/21 00:00:00+00,,14,,1368.3959,,1,59
22494,1955,CA,CDF,HUU,JACK ALBEE,0,1955/09/03 00:00:00+00,,14,,4156.9785,,1,109
22495,1955,CA,CDF,MEU,LEGGETT DUMP,0,1955/08/12 00:00:00+00,,14,,515.10791,,1,123
22496,1955,CA,CDF,TCU,LOMBARDI,0,1955/08/10 00:00:00+00,,14,,265.29874,,1,54
22497,1955,CA,CDF,SCU,LUND (ASSIST),0,1955/08/04 00:00:00+00,,14,,252.74944,,1,3
22498,1955,CA,USF,CNF, ,0,,,9,,950.37836,,1,65
22499,1955,CA,USF,CNF, ,0,,,9,,108.32755,,1,66
22500,1931,CA,USF,CNF, ,0,,,9,,51.668568,,1,8
22501,1949,CA,USF,SHF, ,0,,,9,,243.90817,,1,1
22502,1949,CA,USF,SHF, ,0,,,9,,156.15005,,1,19
22503,1949,CA,USF,SHF, ,0,,,9,,6150.749,,1,36
22504,1949,CA,USF,SHF, ,0,,,9,,121.8497,,1,725
22505,1949,CA,USF,SHF, ,0,,,9,,150.71648,,1,656
22506,1949,CA,USF,SHF, ,0,,,9,,124.63846,,1,501
22507,1949,CA,USF,SHF, ,0,,,1,,248.96906,,1,740
22508,1949,CA,USF,SHF, ,0,,,1,,977.5802,,1,622
22509,1953,CA,USF,SRF,OAK KNOB,0,1953/08/13 00:00:00+00,,1,,148.3703,,1,300230
22510,1953,CA,USF,SRF,J. RUSS,0,1953/08/13 00:00:00+00,,1,,21.004744,,1,300252
22511,1953,CA,USF,SRF,GOOSE CREEK,0,1953/08/13 00:00:00+00,,1,,32.53027,,1,356
22512,1953,CA,USF,SRF,BEAR CREEK,0,1953/08/13 00:00:00+00,,1,,9.8309402,,1,400352
22513,1953,CA,USF,SRF,SIGNAL PEAK,0,1953/08/13 00:00:00+00,,1,,10.688663,,1,400354
22514,1953,CA,USF,SRF,GROUSE RIDGE,0,1953/08/12 00:00:00+00,,1,,5.2854753,,1,400318
22515,1964,CA,CDF,AEU,WHITR ROCK,0,1964/08/19 00:00:00+00,,14,,378.4451,,1,124
22516,1948,CA,CDF,LNU, ,0,,,14,,2506.6145,,1,58
22517,1958,CA,CDF,MMU,INDIAN PEAK,0,1958/10/14 00:00:00+00,,14,,432.39386,,1,52
22518,1958,CA,CCO,VNC,SANTA SUSANA DUMP,0,1958/12/02 00:00:00+00,,14,,522.26605,,1,0
22519,1958,CA,CCO,VNC,SANTA ROSA,0,1958/12/29 00:00:00+00,,14,,1138.3982,,1,0
22520,1972,CA,USF,INF, ,0,,,9,,119.98212,,1,5305
22521,1916,CA,USF,TNF, ,0,,,14,,701.41144,,1,5
22522,1916,CA,USF,TNF, ,0,,,14,,171.49402,,1,6
22523,1972,CA,CCO,LAC,CRESCENT FIRE,312032,1972/07/03 00:00:00+00,,14,,196.50647,,1,735
22524,1972,CA,CCO,LAC,AKENS FIRE,318477,1972/07/07 00:00:00+00,,14,,642.98651,,1,41
22525,1972,CA,CCO,LAC,VIA VERDE FIRE,313021,1972/07/29 00:00:00+00,,14,,10.42992,,1,411
22526,1972,CA,CCO,LAC,WINNETT FIRE,313021,1972/07/29 00:00:00+00,,14,,747.13574,,1,4613
22527,1972,CA,CCO,LAC,GOLDEN SPRINGS FIRE,312031,1972/07/29 00:00:00+00,,14,,718.01306,,1,2018
22528,1972,CA,CCO,LAC,BUZZARD PEAK FIRE,312031,1972/08/31 00:00:00+00,,14,,183.05656,,1,4621
22529,1972,CA,CCO,LAC, ,0,1972/07/28 00:00:00+00,,14,,19.234974,,1,0
22530,1972,CA,CCO,LAC, ,0,1972/08/28 00:00:00+00,,14,,19.255014,,1,0
22531,1972,CA,CCO,LAC, ,0,1972/08/06 00:00:00+00,,14,,84.676903,,1,0
22532,1972,CA,CCO,LAC, ,0,1972/07/23 00:00:00+00,,14,,5.9388595,,1,0
22533,1972,CA,CCO,LAC, ,0,1972/07/28 00:00:00+00,,14,,6.4457574,,1,0
22534,1972,CA,CCO,LAC, ,0,1972/06/16 00:00:00+00,,14,,31.454292,,1,0
22535,1974,CA,CCO,LAC, ,0,1974/07/09 00:00:00+00,,14,,14.327352,,1,0
22536,1950,CA,CDF,SNU,P.G.& E. #4,0,1950/09/03 00:00:00+00,,14,,1133.3644,,1,398
22537,1950,CA,CDF,LMU,BAGGETT GULCH,0,1950/06/02 00:00:00+00,,9,,3941.2673,,1,1
22538,1930,CA,USF,SNF, ,0,,,14,,701.0437,,1,3
22539,1971,CA,USF,LPF,BLUE,0,1971/08/30 00:00:00+00,,9,,2802.7812,,1,72
22540,1971,CA,CCO,VNC,SENCE RANCH BRUSH #2,0,1971/12/16 00:00:00+00,,14,,2819.4583,,1,0007155F
22541,1971,CA,CCO,VNC,GOODENOUGH,6164,1971/10/05 00:00:00+00,,14,,2255.092,,1,0
22542,1916,CA,USF,SQF, ,0,,,9,,4707.0449,,1,2
22543,1916,CA,USF,SQF, ,0,,,9,,384.63293,,1,1
22544,1916,CA,USF,SQF, ,0,,,1,,10.042769,,1,181
22545,1916,CA,USF,CNF, ,0,,,14,,160.1521,,1,92
22546,1916,CA,USF,MDF, ,0,,,9,,694.62683,,1,15
22547,1916,CA,USF,SRF,N/A,0,1916/04/12 00:00:00+00,,5,,19.913525,,1,42
22548,1916,CA,USF,SRF,N/A,0,1916/06/10 00:00:00+00,,5,,9.9566383,,1,44
22549,1916,CA,USF,SRF,N/A,0,1916/06/23 00:00:00+00,,5,,4.7294207,,1,46
22550,1916,CA,USF,SRF,N/A,0,1916/10/19 00:00:00+00,,14,,2.2402654,,1,56
22551,1916,CA,USF,SRF,N/A,0,1916/10/24 00:00:00+00,,14,,50.281658,,1,57
22552,1916,CA,USF,SRF,PEARCH CREEK,0,1916/08/20 00:00:00+00,,14,,8.9620447,,1,200082
22553,1916,CA,USF,SRF,CRAWFORD CREEK,0,1916/08/20 00:00:00+00,,5,,3.9831405,,1,200083
22554,1916,CA,USF,SRF,BAR RANCH GULCH #2,0,1916/08/21 00:00:00+00,,5,,4.9789319,,1,200084
22555,1916,CA,USF,SRF,WARD GULCH,0,1916/08/21 00:00:00+00,,5,,29.873333,,1,200085
22556,1916,CA,USF,SRF,BAR RANCH GULCH #1,0,1916/08/21 00:00:00+00,,5,,24.894234,,1,200086
22557,1916,CA,USF,SRF,WILDER CREEK #2,0,1916/09/11 00:00:00+00,,5,,4.9788027,,1,200090
22558,1916,CA,USF,SRF,SIMS GULCH #1,0,1916/09/11 00:00:00+00,,5,,99.576607,,1,200092
22559,1916,CA,USF,SRF,MAUDDOX GULCH,0,1916/10/20 00:00:00+00,,14,,5.9748611,,1,200094
22560,1916,CA,USF,SRF,ORCUTT FLAT,0,1916/10/28 00:00:00+00,,5,,2.9873252,,1,200096
22561,1916,CA,USF,SRF, ,0,1916/06/12 00:00:00+00,,14,,5.9747152,,1,400759
22562,1916,CA,USF,SRF,SIMS GULCH #2,0,1916/09/11 00:00:00+00,,5,,175.75299,,1,200093
22563,2005,CA,CDF,MVU,BORDER#7,3594,2005/05/21 00:00:00+00,2005/05/21 00:00:00+00,19,40,8.4271021,6,1,229
22564,2005,CA,CDF,MVU,RAILROAD,4244,2005/06/11 00:00:00+00,2005/06/11 00:00:00+00,6,38,40.282406,1,1,293
22565,2005,CA,CDF,MVU,RIBBONWOOD,4759,2005/06/26 00:00:00+00,2005/06/26 00:00:00+00,8,37,35.562607,1,1,351
22566,2005,CA,CDF,MVU,BORDER#20,4837,2005/06/29 00:00:00+00,2005/06/29 00:00:00+00,19,19,18.671564,1,1,365
22567,2005,CA,CDF,MVU,MILLER,5005,2005/07/03 00:00:00+00,2005/07/03 00:00:00+00,11,19,19.705362,1,1,386
22568,2005,CA,CDF,MVU,PAUMA,5091,2005/07/05 00:00:00+00,2005/07/05 00:00:00+00,14,60,65.139885,1,1,404
22569,2005,CA,CDF,MVU,CHURCH,5100,2005/07/05 00:00:00+00,2005/07/05 00:00:00+00,14,50,50.899925,1,1,403
22570,2005,CA,CDF,MVU,BEAUTY,5664,2005/07/21 00:00:00+00,2005/07/21 00:00:00+00,1,44,43.765064,2,1,482
22571,2005,CA,CDF,MVU,SAND,5786,2005/07/23 00:00:00+00,2005/07/23 00:00:00+00,1,11,10.633223,1,1,512
22572,2005,CA,CDF,MVU,BORDER#26,5591,2005/07/19 00:00:00+00,2005/07/19 00:00:00+00,8,35,45.341846,6,1,470
22573,2005,CA,CDF,MVU,BORDER#31,6006,2005/07/29 00:00:00+00,2005/07/31 00:00:00+00,19,150,115.31458,6,1,533
22574,2005,CA,CDF,MVU,BORDER#33,6114,2005/07/31 00:00:00+00,2005/07/31 00:00:00+00,19,58,81.555641,6,1,547
22575,2005,CA,CDF,MVU,MISSION,6149,2005/08/01 00:00:00+00,2005/08/01 00:00:00+00,14,20,18.939331,6,1,552
22576,2005,CA,CDF,MVU,BORDER#40,6859,2005/08/20 00:00:00+00,2005/08/20 00:00:00+00,4,24,11.703507,6,1,633
22577,2005,CA,USF,CNF,HAUSER,0,2005/07/14 00:00:00+00,2005/07/16 00:00:00+00,4,12,123.6037,6,1,42
22578,2005,CA,CDF,MVU,BORDER#44,7346,2005/09/02 00:00:00+00,2005/09/03 00:00:00+00,19,254,340.48077,6,1,693
22579,2005,CA,CDF,MVU,VOLCAN,7518,2005/09/06 00:00:00+00,2005/09/09 00:00:00+00,7,685,617.58209,1,1,724
22580,2005,CA,CDF,MVU,RINCON#15,8273,2005/09/29 00:00:00+00,2005/09/29 00:00:00+00,7,35,44.807785,6,1,831
22581,2005,CA,CDF,MVU,BORDER#48,8305,2005/09/30 00:00:00+00,2005/10/01 00:00:00+00,19,265,257.16092,6,1,835
22582,2005,CA,CDF,MVU,BORDER#49,8484,2005/10/05 00:00:00+00,2005/10/05 00:00:00+00,19,50,21.909601,6,1,860
22583,2005,CA,CDF,MVU,BORDER#50,8488,2005/10/05 00:00:00+00,2005/10/05 00:00:00+00,9,4100,3862.9031,1,1,861
22584,2005,CA,CDF,MVU,SPICE,8761,2005/10/13 00:00:00+00,2005/10/13 00:00:00+00,14,30,25.275909,1,1,908
22585,2005,CA,CDF,MVU,HWY 94,9333,2005/10/30 00:00:00+00,2005/10/30 00:00:00+00,10,25,11.499218,6,1,974
22586,2005,CA,CDF,MVU,BORDER#1,3106,2005/05/04 00:00:00+00,2005/05/04 00:00:00+00,19,10,0.46614757,8,1,183
22587,2005,CA,CDF,MVU,MAZZETTI,5445,2005/07/15 00:00:00+00,2005/07/15 00:00:00+00,7,10,8.2397947,8,1,449
22588,2005,CA,CDF,MVU,SUMMITT,5785,2005/07/23 00:00:00+00,2005/07/23 00:00:00+00,14,20,6.0454412,6,1,511
22589,2005,CA,CDF,MVU,RINCON#11,7736,2005/09/12 00:00:00+00,2005/09/12 00:00:00+00,7,15,5.6726542,6,1,751
22590,2005,CA,CDF,MVU,MAGEE,8233,2005/09/28 00:00:00+00,2005/09/28 00:00:00+00,14,50,58.898727,6,1,820
22591,2005,CA,CDF,FKU,FIVE,6116,2005/06/04 00:00:00+00,2005/06/05 00:00:00+00,1,5114,2371.5461,8,1,70
22592,2005,CA,CDF,TCU,GRUNDER,7949,2005/09/12 00:00:00+00,2005/09/12 00:00:00+00,10,136,136.62309,1,1,676
22593,2005,CA,CDF,TCU,PG&E #15,9815,2005/11/08 00:00:00+00,2005/11/08 00:00:00+00,11,139,146.24307,2,1,891
22594,2005,CA,CDF,TCU,WENTZEL,6468,2005/08/01 00:00:00+00,2005/08/01 00:00:00+00,2,356,387.18491,2,1,548
22595,2005,CA,CDF,TCU,BRANDT,4096,2005/06/01 00:00:00+00,2005/06/01 00:00:00+00,2,50,71.00386,1,1,268
22596,2005,CA,CDF,SKU,LICHENS,4410,2005/09/17 00:00:00+00,2005/09/18 00:00:00+00,18,746,746.62695,1,1,297
22597,2005,CA,CDF,SCU,UPRR_FIRE8_,2800,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,13,12.726147,1,1,150
22598,2005,CA,CDF,SCU,UPRR_FIRE7_,2799,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,1,0.47739294,1,1,149
22599,2005,CA,CDF,SCU,UPRR_FIRE6,2798,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,1,0.63523763,1,1,148
22600,2005,CA,CDF,SCU,UPRR_FIRE5_,2797,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,8,7.9310379,1,1,147
22601,2005,CA,CDF,SCU,UPRR_FIRE4_,2796,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,9,9.0758562,1,1,146
22602,2005,CA,CDF,SCU,UPRR_FIRE3_,2795,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,5,5.4449987,1,1,145
22603,2005,CA,CDF,SCU,UPRR_FIRE2_,2794,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,5,4.555234,1,1,144
22604,2005,CA,CDF,SCU,UPRR_FIRE_,2793,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,6,10,10.224594,1,1,143
22605,1924,CA,USF,ENF,PI PI-INDIAN DIGGING,0,1924/08/18 00:00:00+00,,9,,8947.7861,,1,000013C2
22606,1924,CA,USF,ENF,CASCADE,0,1924/06/07 00:00:00+00,,9,,43.082615,,1,00005PL1
22607,1924,CA,USF,ENF,TELLS CK,0,1924/09/23 00:00:00+00,,1,,15.901787,,1,000057G1
22608,1924,CA,USF,ENF,UPPER DESOLATION VAL,0,1924/08/13 00:00:00+00,,9,,143.20836,,1,000033PL
22609,1924,CA,USF,ENF,PINO GRANDE,0,1924/05/29 00:00:00+00,,14,,313.71078,,1,5
22610,1924,CA,USF,ENF, ,0,,,14,,700.87524,,1,000064G1
22611,1924,CA,USF,ENF, ,0,,,9,,15.59022,,1,000015P7
22612,1924,CA,USF,ENF,BADGER HILL,0,1924/07/04 00:00:00+00,,9,,638.22339,,1,000014P6
22613,1924,CA,USF,ENF,BULTER,0,1924/06/23 00:00:00+00,,9,,20.783052,,1,000010P4
22614,1924,CA,USF,ENF,CABLE #2,0,1924/05/19 00:00:00+00,,9,,20.447651,,1,00003P2_
22615,1924,CA,USF,ENF,BEACHES,0,1924/06/06 00:00:00+00,,9,,92.540504,,1,000059P1
22616,1924,CA,USF,ENF,UPPER DESOLATION VAL,0,1924/08/13 00:00:00+00,,14,,10973.407,,1,000038C5
22617,1926,CA,USF,SNF, ,0,,,14,,4926.5957,,1,8
22618,1926,CA,USF,SNF, ,0,,,14,,2134.6934,,1,10
22619,1926,CA,USF,SNF, ,0,,,14,,81.699883,,1,12
22620,1926,CA,USF,SNF, ,0,,,14,,149.14726,,1,13
22621,1926,CA,USF,SNF, ,0,,,14,,91.878082,,1,14
22622,1926,CA,USF,LNF, ,0,,,9,,358.25879,,1,51
22623,1926,CA,USF,LNF, ,0,,,1,,214.63448,,1,8
22624,1926,CA,USF,LNF, ,0,,,9,,204.3866,,1,82
22625,1949,CA,USF,SRF,DOLLY VARDAN,0,1949/05/06 00:00:00+00,,3,,2.9872694,,1,300162
22626,1949,CA,USF,SRF,TISH TANG,0,1949/08/13 00:00:00+00,,5,,2.9872689,,1,300168
22627,1949,CA,USF,SRF,HOAGLIN,0,1949/09/11 00:00:00+00,,9,,2.9873579,,1,400430
22628,1949,CA,USF,SRF,WILDER,0,1949/08/18 00:00:00+00,,5,,230.79964,,1,200357
22629,1949,CA,USF,SRF,CAUTION,0,1949/09/18 00:00:00+00,,4,,11.58775,,1,400431
22630,1949,CA,USF,SRF,HOLLOW,0,1949/08/04 00:00:00+00,,4,,103.30225,,1,400429
22631,1949,CA,USF,SRF,STICKER BASIN,0,1949/06/18 00:00:00+00,,1,,34.221958,,1,400425
22632,1917,CA,USF,SRF, ,0,1917/10/14 00:00:00+00,,14,,19.915503,,1,400732
22633,1917,CA,USF,SRF, ,0,1917/06/29 00:00:00+00,,14,,22.903437,,1,400790
22634,1917,CA,USF,SRF, ,0,1917/08/01 00:00:00+00,,14,,8.9618502,,1,400813
22635,1917,CA,USF,SRF, ,0,1917/08/01 00:00:00+00,,14,,11.949319,,1,400818
22636,1917,CA,USF,SRF, ,0,1917/10/28 00:00:00+00,,14,,7.468575,,1,400863
22637,1917,CA,USF,SRF,N/A,0,1917/09/29 00:00:00+00,,5,,2970.0103,,1,77
22638,1917,CA,USF,SRF,SERPENTINE CAMP,0,1917/09/03 00:00:00+00,,5,,996.83618,,1,200109
22639,1917,CA,USF,SRF,CAMP CREEK #1,0,1917/08/06 00:00:00+00,,5,,5133.9424,,1,200101
22640,1927,CA,USF,PNF, ,0,,,14,,349.18607,,1,5
22641,1927,CA,USF,PNF, ,0,,,14,,206.32233,,1,6
22642,1927,CA,USF,PNF, ,0,,,14,,164.36514,,1,7
22643,1945,CA,CDF,MEU,BOND CREEK,0,1945/08/19 00:00:00+00,,14,,316.74301,,1,250
22644,1945,CA,CDF,MEU,WILL CREEK,0,1945/08/19 00:00:00+00,,14,,30724.631,,1,92
22645,1945,CA,CDF,MEU,PAGE & GATES,0,1945/08/21 00:00:00+00,,14,,456.28409,,1,106
22646,1945,CA,CDF,MEU,A.E. CHASTON,0,1945/09/15 00:00:00+00,,14,,698.09814,,1,45
22647,1945,CA,CDF,MEU,A.E. CHASTON,0,1945/09/15 00:00:00+00,,14,,481.68176,,1,45
22648,1945,CA,CDF,MEU,LITTLE CHARLEY CREEK,0,1945/09/15 00:00:00+00,,14,,1444.1389,,1,152
22649,1945,CA,USF,MDF, ,0,,,9,,17.992966,,1,109
22650,1945,CA,USF,MDF, ,0,,,9,,73.009605,,1,106
22651,1945,CA,USF,MDF, ,0,,,9,,496.51611,,1,111
22652,1945,CA,USF,MDF,STATE LINE,0,1945/07/21 00:00:00+00,,1,,68.588234,,1,105
22653,1945,CA,USF,MDF,BOLES,0,1945/09/16 00:00:00+00,,9,,28.005426,,1,67
22654,1945,CA,USF,MDF,JAP CAMP,0,1945/07/19 00:00:00+00,,9,,341.89148,,1,29
22655,1952,CA,CDF,TGU,SCHNEIDER,0,1952/08/19 00:00:00+00,,14,,1459.2646,,1,141
22656,1952,CA,USF,PNF,HAY,0,1952/09/03 00:00:00+00,,9,,400.81104,,1,183
22657,1911,CA,USF,SNF, ,0,,,14,,308.26358,,1,1
22658,1911,CA,USF,SNF, ,0,,,1,,419.39542,,1,2
22659,1917,CA,USF,LNF, ,0,,,1,,614.30273,,1,103
22660,1917,CA,USF,LNF, ,0,,,9,,477.52258,,1,102
22661,1917,CA,USF,LNF, ,0,,,1,,327.39349,,1,101
22662,1917,CA,USF,LNF, ,0,,,9,,1124.666,,1,129
22663,1917,CA,USF,LNF, ,0,,,9,,736.81213,,1,141
22664,1917,CA,USF,LNF, ,0,,,1,,1349.8757,,1,97
22665,1917,CA,USF,LNF, ,0,,,9,,1251.6112,,1,131
22666,1917,CA,USF,LNF, ,0,,,9,,12700.773,,1,138
22667,1917,CA,USF,LNF, ,0,,,9,,9203.5098,,1,54
22668,1917,CA,USF,LNF, ,0,,,9,,1481.3129,,1,139
22669,1917,CA,USF,SQF, ,0,,,1,,649.08588,,1,50
22670,1917,CA,USF,SQF, ,0,,,9,,9.0220041,,1,62
22671,1917,CA,USF,SQF, ,0,,,9,,321.89597,,1,10
22672,1926,CA,CCO,LAC, ,0,,,14,,336.75854,,1,0
22673,1926,CA,USF,LPF, ,0,,,9,,194.36534,,1,2
22674,1926,CA,USF,LPF, ,0,,,14,,529.14099,,1,205
22675,1926,CA,USF,LPF, ,0,,,9,,291.54697,,1,16
22676,1926,CA,USF,LPF, ,0,,,14,,285.01868,,1,200
22677,1926,CA,USF,LPF, ,0,,,14,,75.274422,,1,100
22678,1926,CA,USF,LPF, ,0,,,14,,159.09134,,1,203
